height_cm,weight_kg,age,years_active,training_hours_per_week,civilian_casualties_past_year,power_level,public_approval_rating,super_strength,flight,energy_projection,telepathy,healing_factor,shape_shifting,invisibility,telekinesis,is_good
175.4,94.5,70,26,20,1,79.4,71.6,0,0,0,0,1,0,0,0,0
193.9,86.4,58,19,46.2,4,95,80,1,0,0,0,0,1,0,1,0
217,70.3,56,11,49.9,3,74,77.2,1,1,0,0,1,0,0,1,1
202.5,106.6,26,10,33.9,5,61.6,58.4,0,0,1,0,1,0,0,1,1
174.6,62.1,55,28,45.9,1,77,71.5,0,1,1,0,0,0,1,1,1
157.9,93.8,34,26,24.3,2,61.8,74.6,0,0,0,1,1,0,0,1,1
231.5,95,44,28,22,1,62.4,44.9,0,0,0,0,0,0,1,1,1
181.2,69.9,29,9,30.4,3,47.2,68.4,0,0,1,0,0,0,0,1,0
180.3,100.9,44,2,34.3,0,83.9,21.8,0,0,0,1,0,1,1,1,1
179.5,76.2,37,12,26.1,2,64.2,74.7,1,1,1,1,1,0,1,0,1
184,84.3,58,26,35.4,1,72.7,78.2,0,0,0,1,1,0,0,0,0
177.1,83.9,41,2,33.1,1,54.5,80,1,0,0,1,0,1,0,1,1
168.5,78,65,14,20,2,76.5,57.1,0,0,1,0,0,1,1,0,1
169.1,92.2,28,15,35.2,4,58.6,71.2,1,0,0,1,1,1,0,1,1
179.3,91.9,61,28,38.6,2,67.9,93.5,0,1,0,1,0,0,1,0,1
169.1,53.8,50,12,31.7,4,83.2,93.3,1,0,0,0,0,1,0,0,1
165.7,99.6,34,16,41.5,1,81.9,64.4,0,0,0,0,0,0,0,1,1
182.1,55.1,42,2,17.8,1,69.7,67.8,0,1,1,0,1,1,1,1,1
174.9,95.5,44,19,34.7,1,43.5,87.2,0,0,0,1,1,0,0,0,1
210.1,96.9,39,10,18.3,0,100,35,1,0,0,0,1,0,0,1,0
150,63.6,41,26,18.9,2,96.2,58.5,0,0,1,0,0,0,0,1,0
201.8,73.8,38,20,23.7,2,80.8,91.7,0,0,0,0,1,0,0,0,1
204.9,63.4,62,18,20.6,2,58.7,84.5,0,1,0,0,0,1,1,0,1
150,76.8,44,21,24.5,3,68.3,72.4,0,0,1,0,1,0,1,0,1
173.1,75.4,47,10,27.9,2,61.8,34.9,1,1,1,0,0,0,1,0,1
172.6,91.7,38,29,38.4,0,89,64,0,0,0,1,0,0,0,0,0
151.8,99.7,39,27,26.8,0,73.9,53.2,0,1,0,0,0,0,0,0,1
164.4,100.9,55,15,14.1,2,58.2,71.6,1,0,1,0,0,1,1,0,1
157.8,71.6,34,20,41.4,1,62.9,48.8,1,0,1,0,1,1,0,1,1
215,76.9,31,2,21.6,0,86.8,44.5,1,0,1,0,1,1,0,0,1
198.7,54.7,47,21,29.4,1,94,23.7,0,0,0,0,0,0,1,0,0
205.4,67.9,35,5,34.5,2,92.9,89.4,0,1,0,0,1,0,0,0,0
194.4,94.5,41,13,32,1,81.4,57,0,1,0,0,0,0,0,1,1
157.4,104.2,49,23,40.9,3,66.2,68.1,1,0,1,0,1,0,0,1,0
169.5,61.5,51,17,34.8,2,21.4,65,0,0,1,0,1,0,0,0,1
189.8,71.1,50,16,21.4,1,74.5,43.7,0,0,0,0,1,1,0,1,0
155.6,79.6,29,3,51.8,3,70,39.8,0,1,0,0,0,0,1,1,0
194.3,84.2,41,22,31.9,2,72.1,44.9,0,1,0,0,0,0,0,1,1
175.2,67.9,55,14,28.5,2,70.8,50.5,1,0,1,0,1,0,0,1,1
172.5,86.4,48,10,39.6,2,50.1,72.3,0,1,0,1,0,0,1,0,1
194.2,72.9,33,25,32.5,0,78.4,49.1,0,1,0,1,1,1,0,0,1
188.9,79.8,39,2,34,2,79.5,99.9,1,0,0,0,1,0,0,0,1
172.8,88.2,18,2,54.9,1,80.2,85.5,0,1,0,0,0,0,0,0,1
203.2,80.1,43,15,27.2,6,84.2,81.2,0,0,0,0,1,0,1,0,0
158.4,73.5,56,4,26.8,3,79.1,62.6,1,0,1,0,1,1,0,1,0
192.3,78.4,36,20,31.2,2,63.8,95.3,1,0,1,1,0,1,0,0,1
191.9,78.7,41,28,40.7,1,68.9,60.6,0,0,0,1,0,0,0,1,0
173.8,74.4,49,9,14.9,0,71.4,64.4,0,0,0,1,1,0,0,0,0
186.5,76.1,30,18,10.3,1,71.6,68.4,0,0,1,1,0,0,0,0,0
155,104,39,24,24.1,1,85,79,1,1,0,1,0,0,0,0,0
198.5,88.4,44,3,13.7,1,79.7,77.7,1,0,0,0,1,1,0,0,0
176.3,75.6,40,28,25.8,1,100,55.5,0,0,1,0,0,1,0,1,0
169.5,90.5,48,28,35,0,100,54.3,0,1,1,1,1,1,0,1,0
201,75,53,18,21.1,8,71.2,77.8,0,0,1,0,0,0,0,0,0
165.9,97.6,40,10,15.7,0,12.5,79.3,0,0,0,0,0,1,0,1,1
151.8,85.5,38,1,30.7,5,88.6,57.1,0,1,0,0,1,0,1,1,1
150,78.4,35,9,38.6,5,61.9,33.3,1,1,0,1,0,1,1,0,0
192.1,86.7,51,28,13.1,1,58,60.9,0,0,0,0,1,0,1,0,1
154.4,56.4,41,10,38.2,3,64,77.5,0,0,1,0,1,0,0,0,1
215.1,63.1,50,24,38.2,1,63.3,100,0,1,0,1,1,0,0,0,1
150,62.1,38,19,39.5,2,79.2,41,0,0,1,1,0,0,0,1,1
213.9,82.1,41,15,42.2,1,46.6,56.5,0,0,0,1,0,0,0,0,0
184.2,106,35,18,52,1,53.8,57.2,0,0,0,0,1,1,0,0,1
178.1,113.5,45,22,26.4,2,75.1,92.1,0,0,1,0,0,0,0,0,1
169.1,89.6,41,23,31.1,1,79.3,64.3,0,1,0,1,0,0,0,1,1
188,87.5,30,10,25.8,2,79.6,46.9,0,1,0,0,0,0,0,1,0
179.2,53,40,13,30,1,58.2,76.2,1,1,0,0,0,0,0,0,1
202.1,71.9,37,1,45.3,1,55.3,56.9,0,1,0,0,1,1,0,0,1
182.3,68.2,53,22,16.5,0,62.4,40.5,0,0,0,0,1,0,0,0,1
183,70.7,45,27,21.4,0,73.6,47.1,1,0,0,0,1,0,0,1,1
172.7,77.5,36,4,43.8,1,92.3,99.7,0,1,0,0,0,1,1,0,1
178.9,72.9,59,26,40.2,0,39.3,72.7,1,0,1,0,1,1,0,1,1
186.2,50.3,43,4,26.4,0,66.7,67.2,0,0,0,1,0,0,0,1,0
150,91.2,36,18,38.5,3,50,60,1,1,0,0,0,1,1,0,1
153,63.9,49,20,33.4,0,45.2,70.8,1,0,0,0,0,0,0,0,0
194.9,83.6,49,11,45,2,84.5,70.6,1,0,0,0,1,1,0,0,1
183.4,111.1,45,17,30.7,1,78.2,70.8,0,1,0,0,1,0,0,0,1
176.3,66.2,18,3,40.3,4,76.7,67.3,0,1,0,1,1,1,0,0,1
180.4,45,47,21,56.4,1,83.8,82.4,0,0,0,0,1,0,0,0,1
187,75.7,65,16,36,1,62.8,65.5,0,1,1,1,1,0,0,0,1
169.2,96.5,35,9,30.5,1,63.5,45.4,1,0,1,0,0,0,0,0,0
164.4,109.4,36,19,37.2,1,100,52.8,0,0,1,0,1,0,1,1,0
183.9,61.6,40,5,26.3,2,66.3,25.4,0,1,0,0,0,1,0,0,1
160.4,87.5,47,24,53.9,0,81,100,0,1,0,0,0,0,0,0,1
188.2,73,53,13,31.8,12,70.1,82.3,0,0,1,0,0,0,0,1,0
150,78.4,24,10,27.3,1,42.3,48.4,1,0,0,0,0,0,0,0,0
200.6,119.7,48,10,21.6,1,39.3,59.4,1,0,1,0,0,0,1,1,0
189.5,57.5,55,28,41,2,61.3,52.3,0,0,0,1,0,1,0,1,1
185.1,83.8,42,17,38.7,1,85.8,95.9,0,0,0,1,0,0,1,0,1
199.7,87,50,26,25,4,81.8,36.6,0,0,1,0,1,0,0,0,0
213.3,96.3,62,22,35.8,1,83.7,67.3,0,0,1,0,1,1,1,0,0
200.3,81.5,57,21,14.9,3,55.2,62.8,1,0,1,0,0,1,0,0,0
150,84.6,30,17,31.8,0,94.2,81.5,1,0,1,1,0,0,0,0,1
154.4,74.1,55,23,34.5,4,55.5,62.9,0,1,0,0,0,0,1,1,1
167.5,84,44,22,47.1,3,73.2,29.8,0,0,0,0,0,1,1,0,0
180.5,74.9,39,10,22.3,0,69.8,60,0,0,1,0,0,1,0,0,0
190.4,89.3,43,20,17.2,0,67.4,45.6,0,1,0,0,1,1,1,1,0
165.5,74.5,40,11,21,1,90.1,66.6,0,1,0,0,0,1,0,1,0
183.7,85.7,48,4,16.6,7,59.4,93.7,0,0,0,0,0,1,0,0,1
164.9,79.6,47,22,43.4,1,49.8,30.2,0,0,0,1,0,1,0,0,1
167.8,96.9,30,8,45.5,1,70.3,49,0,1,0,1,0,1,1,0,0
151.9,79.2,47,26,33.2,0,64,53.9,0,0,0,0,0,0,1,1,1
161.5,53.4,47,24,42.2,1,100,57.4,1,1,1,0,0,0,0,0,0
153,98.9,52,8,31.3,2,80.1,79.8,1,0,1,0,1,0,0,1,1
160.5,66.4,53,21,29,6,63.9,61.5,0,0,0,1,0,0,0,0,0
201.1,70.2,30,9,26.7,1,54.2,73.3,0,0,0,1,0,1,0,1,1
161,71.1,69,21,26.9,3,41.8,52.5,0,1,0,0,0,1,0,0,1
232.6,100.6,50,18,14.5,2,54.6,69.6,0,1,0,0,0,1,0,1,0
189.9,48,48,0,32.6,0,71.7,80.6,0,0,0,0,0,1,0,1,0
183.7,127.1,38,6,29.6,1,91.4,50.4,1,0,0,0,0,0,0,0,1
162.8,95.8,40,3,37.5,2,86.8,80.6,0,0,0,0,0,1,0,1,1
194,83.3,41,0,30.9,6,73.4,66,0,0,0,1,0,0,1,1,1
168.5,79.2,53,14,28.4,4,65.2,85.9,0,1,0,0,0,0,0,1,1
182.4,84.3,49,7,21.3,1,74,61,1,0,0,0,0,0,0,0,0
231.2,87.8,47,11,30.7,0,62.2,72.6,1,1,0,1,0,1,0,0,1
178.1,89.7,42,21,37.4,0,95.8,64.2,0,0,0,0,0,0,0,1,1
203,88.3,36,21,18.6,5,67.2,63.1,0,1,0,1,0,1,0,1,1
165.9,81.3,45,17,30.9,4,68.7,70.2,0,1,1,0,0,0,0,0,1
179.3,77,53,14,32.3,3,36.8,75.7,0,0,0,1,0,0,1,1,1
215.4,77.7,42,16,22.8,1,67.1,40,0,0,1,0,0,0,0,0,1
167.5,77.1,59,28,24.1,1,82.5,93.7,0,0,0,0,0,0,0,1,1
216.2,97,54,13,32.3,1,54,27.8,0,0,1,0,0,1,0,0,1
194.2,88.9,30,13,18.7,1,58.7,51.3,0,0,0,0,0,0,0,0,0
168.8,45,34,17,33.5,1,81.9,63.1,0,0,1,0,1,1,1,0,0
192.6,89.8,44,19,21,0,47.9,73.2,1,1,0,1,1,1,1,0,1
199.5,82.9,48,17,40.6,0,85.9,96.5,0,0,1,1,1,1,0,0,0
192.4,79.7,36,15,53.4,4,62,27.8,0,1,0,0,1,0,0,0,0
150,74.2,46,0,21.4,3,64.2,54.8,0,1,0,0,1,1,1,0,0
165.5,96.9,51,22,35.3,1,53.1,22.5,0,1,1,1,1,0,0,0,1
175,94.2,47,26,22.7,1,75.7,65.6,0,0,0,1,0,0,1,1,1
178.5,68.4,25,10,40.4,1,100,70.4,0,0,1,0,0,0,1,0,1
192.4,86.1,31,14,17.3,3,81.7,96.8,0,0,0,1,0,1,0,0,1
183.6,65.4,45,11,34.8,3,57,67.4,0,0,0,0,0,0,1,0,1
153.3,59.3,18,7,21.3,3,87,85.9,0,0,1,0,1,0,1,1,1
187.6,70.6,53,21,27.9,3,65.2,76.7,0,1,0,0,0,0,1,1,1
192.2,92.9,43,19,19.7,0,90.6,56.3,1,0,0,1,1,0,0,0,0
191.2,94.3,84,29,38.2,1,82.1,36.8,0,0,1,0,0,0,0,1,1
201.6,87.7,60,5,21.6,1,25.9,70.5,0,1,1,0,0,1,0,1,1
196.7,90.9,37,2,35.5,1,54.9,35.2,0,0,1,0,0,0,0,0,0
189.2,87.7,50,27,26.6,3,84.2,90.9,1,0,0,0,0,1,0,1,0
178.6,70.4,60,23,28.9,1,72.3,61.8,0,1,0,0,0,0,0,0,0
150,86.5,65,25,31.5,0,54.6,88.9,1,0,0,0,1,1,0,0,0
188.6,92,34,29,22.4,1,60.5,55.4,1,0,0,0,1,0,0,0,1
184.2,91.3,26,12,32.1,8,41.4,70.4,0,0,1,0,1,0,0,0,0
185.4,97.8,36,12,45.3,1,68.7,69.2,0,1,0,1,0,0,0,0,1
154.5,90.6,40,1,22.2,2,100,64.1,0,0,0,0,1,0,1,0,0
158.4,85.3,41,4,41.7,1,82.1,56.3,1,0,0,1,0,1,0,0,1
201.1,96.1,54,16,45,0,100,72.8,0,0,1,0,0,0,0,0,1
179.2,79.6,23,5,21.8,1,83.2,46.5,0,0,1,0,1,1,1,0,1
193.6,66.8,18,1,15.4,2,85.4,40.8,0,0,0,0,0,1,0,0,1
180.6,77.6,47,3,33,1,99.6,89.9,0,0,0,0,0,0,0,0,1
180.6,68.8,33,21,24.5,4,75.7,79.5,0,0,1,0,0,0,1,1,0
198.8,69.9,30,25,48.7,1,67.2,66.3,0,0,0,1,1,0,1,0,1
169.7,77.8,44,10,30.3,0,85.5,98.3,0,0,0,1,0,0,0,0,1
181.9,68.1,46,7,22,6,91.8,59.6,0,0,0,0,0,0,1,0,0
170.8,75.4,40,11,18.5,1,62.8,91.5,0,0,0,0,0,1,1,0,0
171.3,51.6,34,7,40.9,2,59.2,68.5,1,0,0,1,1,0,0,0,1
173.8,83.2,41,10,24.3,3,72.1,44.5,0,0,1,0,1,0,0,0,1
184.4,80,44,21,30.4,1,82.5,100,1,1,0,0,0,0,0,1,1
170.4,67.7,28,19,39.6,3,82,84.8,0,1,0,1,0,0,0,0,1
205.1,89.9,33,7,25.2,0,48.6,62.6,0,0,1,1,0,1,0,0,1
162.1,94.1,54,28,29.5,1,98.7,79.5,1,0,1,0,0,1,1,0,1
176.3,55.9,42,7,29.8,0,60.4,56.9,0,0,0,0,1,1,0,1,1
171.2,68.6,48,25,36.8,3,66,81.6,1,0,0,0,0,1,0,1,1
208.9,68.5,43,29,35.9,1,56.5,17.2,1,0,0,1,0,0,0,0,1
183.9,65.9,43,16,27.8,3,100,44.6,0,0,0,1,1,0,0,0,0
200.6,92.4,21,19,30.6,6,73.6,84.6,0,1,0,0,0,0,0,1,1
150.3,77.1,44,19,26.3,2,57.2,60,0,0,0,1,1,1,0,0,0
185.3,76,60,22,15.2,2,83,69.2,0,0,0,1,1,1,0,0,1
197.8,49.9,29,15,32.6,1,81.5,38.1,0,1,0,0,1,0,1,0,0
181.6,89.5,36,13,48.9,1,67.2,100,0,0,0,1,0,0,0,0,1
201.3,61.4,55,29,21.2,1,82.6,88.8,0,0,0,0,0,0,0,1,1
169.7,80.9,54,10,22.3,2,57.6,61,0,1,0,0,1,1,0,1,0
208.2,84.2,35,6,21.3,9,62.6,56.9,1,1,0,0,0,0,0,1,1
226,100.4,36,15,37.2,6,39.8,85.6,1,1,0,1,0,1,0,0,1
172.7,60.4,19,12,34.5,4,50.1,100,0,0,0,0,0,0,0,0,1
171.1,45,49,26,28.4,4,97.1,84.1,1,0,0,0,0,0,1,0,1
209.1,82.8,65,14,20.8,1,94.6,100,0,1,0,1,1,1,0,1,0
211.6,107,49,23,30.9,2,71,46.6,0,0,0,0,0,0,0,1,1
169.5,98.6,43,15,14.4,5,94.9,48.6,0,1,1,1,0,1,0,0,1
171.6,83.1,51,26,31.4,1,67.6,41.2,0,0,1,0,1,1,1,0,0
174.4,72.6,43,20,38.7,7,66.3,73.8,0,0,0,0,1,0,0,0,0
153.1,92.1,38,22,17.5,1,70.8,68.5,1,1,1,0,0,1,1,1,0
161.6,65.4,55,23,14.7,2,68.1,62,1,0,0,1,0,0,0,0,1
159.9,87.1,40,8,45.8,2,66.8,81.2,0,0,0,0,0,0,0,0,1
164.6,87.6,36,2,23.9,6,87.2,89.6,1,0,1,0,0,1,1,0,1
179.3,95.9,32,18,41.4,1,72.3,34.5,0,0,0,1,1,0,1,0,0
184.7,121.4,60,19,28.5,3,80.7,53.1,0,0,0,0,0,0,0,1,0
211,85.9,43,4,28.4,1,85.5,81.4,1,0,0,1,0,1,0,1,0
160,72.4,37,9,34.4,1,75.8,55.6,0,0,0,1,0,0,0,1,1
199.7,79.6,56,16,21.2,3,55.4,49,0,1,0,0,0,1,0,1,1
175.7,53.5,37,14,31.3,2,49.7,85.4,0,0,0,0,0,1,1,0,1
179,69.6,36,22,26.2,2,72.2,39.2,0,1,0,0,0,0,0,0,1
193.5,73.9,35,24,16.8,1,67.4,59,0,0,0,0,1,0,0,0,1
157.5,72.1,18,7,33.4,1,71.3,71.6,0,0,0,1,0,0,1,1,1
187.6,82.3,44,14,27.4,2,69.8,53.5,0,0,1,1,1,0,0,0,0
183.3,67.7,29,20,28.4,1,100,80.7,0,1,1,0,0,1,0,0,1
189.8,96.8,37,29,17.9,0,50,53.6,0,1,0,0,0,1,1,0,0
185.8,80,22,13,45.9,7,40.2,93.2,0,1,0,0,0,0,0,0,1
229.1,79.9,39,19,38.8,1,75,62.5,1,0,1,0,0,0,0,1,1
167.2,75.1,45,27,39.6,3,64.4,78.4,0,0,0,0,0,1,0,1,1
169.4,82.3,37,6,26.9,1,74.7,79.9,0,1,0,0,0,0,0,0,1
167.5,92.4,35,20,12.7,1,78.8,52.4,0,1,0,0,1,1,0,0,0
168.9,67,34,22,49.5,1,89.3,23.9,0,1,1,0,1,1,0,1,0
167.3,70.1,46,11,29.4,1,47.4,72.2,0,0,0,1,0,0,1,1,0
203.8,75.4,41,16,22.5,2,61.6,66.4,0,1,0,0,0,0,1,0,1
208.4,59.8,46,16,34.2,2,76.4,76.1,1,0,0,1,1,1,1,0,1
168.6,67.7,31,9,41.7,1,81.6,60.5,0,0,0,0,0,0,0,0,1
163.4,72.9,52,29,29.8,0,100,56.4,0,0,0,1,1,0,1,0,0
189.4,93.1,67,28,42.8,1,84.3,100,0,0,0,0,1,1,0,1,1
169,83.9,46,18,40.8,0,69.1,35.6,0,1,0,1,0,1,0,0,0
192.7,82.9,39,13,19.2,0,56.6,79.7,0,1,0,1,0,0,1,0,1
184.1,92.8,42,10,23.3,5,61.5,53.5,0,1,0,0,0,0,0,0,1
150,77.9,34,1,39.6,2,61.1,58.3,1,0,1,0,1,0,0,0,0
211,85.9,42,17,2.9,2,79.8,58.7,0,0,1,1,0,0,1,0,1
215.9,78.5,35,6,28.5,1,73.9,48.9,1,1,0,1,1,0,0,0,0
167.7,84,40,11,15.7,5,50.1,76.4,0,0,0,1,0,0,0,0,0
172.2,71.3,56,25,25.2,2,63.5,92.8,0,1,0,1,0,0,0,0,1
185.7,45,27,1,27,3,83.2,74.4,0,0,0,0,0,0,1,0,1
186.7,78,36,26,26.4,1,75.3,67.1,0,0,1,0,0,0,0,0,0
193.2,101.3,30,19,24.5,6,78.5,45.3,1,0,0,0,0,0,0,0,0
220.2,93.9,27,17,19,3,75.7,75.3,0,1,0,1,0,0,0,0,1
176.5,94.5,22,5,52.9,4,94.4,100,0,0,1,0,0,0,0,0,0
164,98.5,47,23,48.7,0,73.5,57.4,1,0,1,0,0,1,1,0,1
152.4,81.3,32,9,18.4,1,64.2,57.5,1,1,0,1,0,0,0,1,1
165.4,83,47,19,45.8,1,56.3,53.8,1,0,0,1,1,0,0,1,1
179.3,70.7,44,14,26,1,73.7,55.2,1,1,0,0,0,1,0,0,0
215.9,75.3,18,4,31.3,4,33.4,10.1,0,0,1,0,0,0,1,1,1
169.6,89.2,50,19,29.4,0,67.2,73.1,1,0,1,0,1,1,0,0,1
184.5,98.1,44,2,23.4,0,66.9,48.1,0,1,0,0,1,0,0,0,1
179.7,77.9,30,4,39.8,1,49.5,32.8,1,0,0,1,0,0,0,0,1
203.8,73.2,55,29,31.3,0,56.1,80.1,1,0,0,0,0,0,0,0,1
230.5,80,38,24,25.2,1,82.1,43.4,0,0,0,1,1,0,1,0,0
169.4,89,39,7,17,3,73.5,58.2,1,0,0,1,1,0,1,0,0
170.2,58.3,26,7,21.1,2,71.5,94.3,0,0,0,0,1,0,1,1,1
200.9,45.6,20,7,13.6,0,74.6,36.8,0,0,0,0,0,0,1,0,1
193.6,71.7,32,11,30.1,1,71.4,34.3,0,1,1,0,0,1,1,0,1
216.9,61.7,49,23,18,1,88.6,70.4,1,1,0,0,0,0,0,0,1
191.7,72.4,42,22,27.3,0,71.9,88,0,0,0,0,1,0,1,0,1
172.8,77.8,27,7,43.7,2,48.1,33.5,0,0,0,1,0,0,0,1,1
191.8,73.2,36,10,42,2,94.5,73.2,0,0,1,0,0,0,0,1,1
202.2,101.8,43,13,29.7,3,75.6,76.6,1,0,0,1,1,1,0,1,0
196.4,84.9,38,7,29.1,3,61.2,23.8,0,0,1,0,0,0,1,0,0
190.1,84.5,48,28,48.8,0,51.2,81,1,0,0,0,0,0,0,0,1
201.3,89.3,47,29,35.2,6,75.9,82.5,1,0,1,1,0,1,1,0,1
203.4,62.9,56,23,26.7,3,68.2,58.8,0,0,1,0,0,1,0,0,0
207.6,95.6,35,27,15.7,5,93.6,90,0,0,0,0,0,0,0,0,0
193,78.9,43,9,33.9,0,64.8,87.7,1,1,1,0,0,0,0,1,1
176.7,90.1,52,6,38.3,5,57.4,67.1,1,1,0,0,0,0,0,0,0
182.9,63.9,53,27,23.7,3,83.4,56,1,0,0,1,0,0,0,0,0
204.1,56.7,39,16,32.9,4,83.9,45.5,0,1,0,0,0,0,0,1,1
163.7,92.3,34,3,26.4,0,72.5,64.2,1,0,0,0,0,0,1,1,1
187.4,85.6,61,28,28.2,3,80.1,76.4,0,1,1,0,0,1,0,0,1
172.1,66.5,28,12,5.1,6,69.4,58.5,0,0,1,1,0,0,0,0,0
180.6,67,28,3,27.8,2,73.5,21,1,1,0,0,0,0,0,0,1
205.6,96.9,38,4,39.7,2,87.5,90.4,0,0,0,0,0,0,0,0,0
183.8,62.2,64,25,23.7,6,79.4,68.8,1,0,0,0,0,0,0,0,1
180.9,104.6,48,21,30.5,1,67.5,57.4,0,0,0,0,0,0,0,0,1
152.8,66.5,30,3,22.4,2,90.3,82.1,1,0,0,0,0,0,0,0,1
194.9,89.6,41,17,33.6,1,34.5,95.5,0,0,1,0,0,0,0,0,1
192.9,75.1,32,5,27.8,5,100,9,0,0,0,0,1,0,1,1,0
223.3,89,36,23,20.6,0,44.4,73.7,1,1,0,0,0,0,1,1,1
173.8,71.8,56,23,43.3,1,60.6,36.5,0,0,1,0,0,0,0,0,0
184.4,77.6,31,22,39.3,2,69.4,75,0,0,0,1,0,0,0,1,1
185,80.6,63,21,24,3,67.8,67.6,1,0,0,1,1,0,0,0,1
211.5,65,46,1,35,2,85.1,77.7,0,1,0,0,0,0,0,0,1
178.1,91.1,53,22,35.4,5,54.1,55,1,1,0,0,0,0,1,0,1
185.6,72.3,35,10,36.4,6,73.9,27.5,0,1,1,0,0,1,0,0,1
192.2,76.6,49,27,13.1,0,61.3,56,0,0,0,1,0,1,0,0,1
183.7,65.1,27,13,40.1,1,74.4,73.1,1,0,0,0,1,0,0,1,1
171.1,45,46,29,24.3,0,69,85.3,0,0,0,1,0,1,1,0,1
183.9,77.1,43,4,26.4,1,71.4,41.6,0,0,0,0,1,0,1,1,1
201.5,116.2,51,5,56.4,2,61.8,85.5,0,0,1,0,0,1,1,0,1
159.5,91.8,28,9,33,5,62.3,52,1,0,1,1,0,0,0,0,1
182.7,79.7,32,7,26.1,4,74.3,72.2,0,0,1,1,0,0,0,0,0
166,76.1,38,13,7.9,0,84.2,54.8,0,0,0,1,0,0,0,0,1
203.9,80.3,34,23,43.9,0,61,68.6,0,0,0,0,0,0,0,0,1
150,88.2,42,2,16.5,2,57,82.8,0,1,0,0,0,1,0,0,1
168.8,62.3,33,11,20,2,79.2,40.5,0,0,0,0,0,0,0,0,1
187.5,96.7,40,15,26.7,1,69.5,51.4,0,1,0,0,1,0,0,0,0
211.3,90.7,43,27,44.2,5,82.5,68.7,0,0,0,0,0,0,1,0,1
178.7,90.8,44,29,37.7,5,56.4,100,0,0,1,0,0,0,0,0,1
168.9,86.6,45,22,28.4,1,43.3,47.7,0,0,0,0,0,0,0,0,1
217.6,80.3,38,16,33.1,4,62,100,0,1,0,0,0,0,0,1,1
151,90.1,33,0,24,1,58.5,100,0,0,0,1,0,0,0,1,0
150,88.9,38,22,31.4,3,68.8,63.1,1,1,0,1,1,1,0,0,1
188.8,74.7,43,9,30.7,1,60.4,59,0,0,0,0,1,0,0,0,1
170,71.4,67,24,39.7,0,81.1,51.2,0,0,0,0,0,0,0,0,0
159.6,81.5,47,22,39.7,5,65.7,63.6,0,1,0,0,0,0,0,1,0
194.2,103.2,50,9,34.9,1,72.3,36.9,0,0,0,1,0,1,0,0,1
184.9,61.4,29,20,26.4,3,72.4,63.5,1,1,1,0,1,0,0,0,1
168.7,58,48,23,37.4,1,72.9,94.9,1,0,0,1,0,0,0,0,1
154.4,82.5,26,1,29.1,0,69.6,52.8,0,0,0,1,0,1,0,0,1
197.4,80.8,21,8,19.2,0,77.7,60.2,0,1,0,0,1,0,0,1,1
193,82.6,39,21,26,1,58.1,31,0,1,0,0,1,0,1,1,0
178,83.7,53,12,30.8,2,91,72.5,0,0,1,1,0,0,0,0,1
216.9,76.7,57,24,39.1,1,66.5,70.3,1,1,0,0,1,1,0,1,1
158.6,102.3,47,15,28.2,2,50.3,66.3,0,0,0,0,0,1,1,0,1
150,56,29,17,17.9,2,72.8,60.7,0,1,1,1,0,1,1,1,1
166.2,67.6,45,18,30.6,2,57.2,59.1,0,0,0,0,0,0,1,1,0
179.1,78.5,42,11,31.1,1,80,75,1,0,0,1,1,0,0,0,1
184.9,55.4,41,7,31.9,5,100,64.4,0,0,0,1,0,0,0,1,1
175.2,77.4,25,16,39.2,1,58.2,71.3,1,0,0,1,0,1,0,0,1
187,104.9,31,14,40.2,1,75,69.3,0,0,1,0,1,1,0,0,0
155,80.3,41,9,24.1,0,43.7,87.5,0,0,0,0,0,0,1,0,1
208.9,83.5,52,14,23.8,1,76.8,78.5,1,0,0,0,1,0,0,0,1
178.4,61.1,20,14,19.6,0,56.7,68.9,0,1,0,1,0,0,1,0,0
202.3,70.8,45,22,37,2,60.6,95.4,0,0,0,1,0,0,0,0,1
186.9,74.4,40,6,44.5,1,53.5,73.4,0,0,0,0,0,0,0,1,1
189.1,75.2,48,12,26.8,1,81,91.1,0,0,0,0,1,0,1,0,1
191.4,99.2,46,16,27.6,3,85.1,77.1,0,1,0,0,0,0,1,0,1
189,88.4,43,8,44.7,1,70.4,28.2,1,0,0,1,0,0,1,0,1
192.9,63.3,28,7,35.1,1,57,91.1,0,0,1,1,0,1,1,0,0
206.6,83.7,29,19,34.4,0,93.8,67.7,1,0,0,1,1,1,0,0,0
183.9,87.5,43,25,18.1,3,58.7,64,0,0,0,1,0,1,0,0,0
194.2,97.1,57,26,36.8,0,37.6,70.6,0,0,0,1,0,1,1,1,1
178.2,103.7,61,20,20.7,1,76.9,58.1,0,0,1,1,0,0,0,0,1
208.8,64.8,48,17,18.7,1,53.4,69.5,1,0,1,0,1,0,0,0,1
166.5,67.8,44,12,26.5,2,84.8,53.2,1,0,1,0,0,1,0,1,0
216,61.1,46,15,24.1,2,64.3,90.5,1,0,0,1,0,0,0,0,0
179.2,76.5,35,8,27.8,3,79.1,62.7,0,0,1,0,1,0,0,0,0
151.4,87,40,11,15.6,0,91,57.3,0,0,0,0,1,0,1,0,0
182.6,94.8,58,11,39.6,1,51.9,46.5,0,1,0,0,0,1,0,1,1
166.4,78.9,28,5,41.3,1,61.5,70.4,1,1,0,0,1,0,0,1,1
196.8,75.2,61,18,10.5,0,68.9,68.7,0,0,1,0,0,0,1,1,0
